user_id,age,annual_income,country,duolingo_platform,duolingo_subscriber,duolingo_usage,employment_status,future_contact,gender,other_resources,primary_language_commitment,primary_language_review,primary_language_motivation,primary_language_motivation_followup,primary_language_proficiency,student,survey_complete,time_spent_seconds
35cb009472c911e98feadca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"No, but I have previously paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Other apps,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to advance professionally or economically,Learning this language will help me get a better job in the country where I live,Beginner,Not currently a student,1,378
35cb013572c911e9b41ddca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Unemployed,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,I have an upcoming trip,Someday I would like to travel to a country that uses this language",Intermediate,Full-time student,1,613
35cb01d472c911e99d1cdca9049399ef,55 - 74,"$11,000 - $25,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Retired,No,Female,Textbooks,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with my significant other or their family,I want to better communicate with people in my community (neighbors, coworkers, etc.)",Beginner,Not currently a student,1,488
35cb028072c911e9b71cdca9049399ef,55 - 74,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,"To connect with my personal heritage in this culture,Other (please specify)",Beginner,Not currently a student,1,207
35cb032172c911e9ac54dca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"No, but I have previously paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Textbooks,Movies/TV Shows",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,589
35cb03c072c911e9b991dca9049399ef,18-34,"$0 - $10,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to learn this language together with my family,Other (please specify)",Beginner,Not currently a student,1,673
35cb046172c911e98fb8dca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, but I have previously paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Other (please specify)",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,215
35cb050a72c911e990efdca9049399ef,18-34,"$26,000 - $75,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to better communicate with my significant other or their family,I want to better communicate with my grandparents, grandchildren, or other relatives,Other (please specify)",Advanced,Not currently a student,1,460
35cb05a872c911e99ce8dca9049399ef,55 - 74,"$11,000 - $25,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Retired,No,Female,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,389
35cb064772c911e9af8adca9049399ef,35 - 54,"$0 - $10,000",TW,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games,I want to spend less time watching or reading the news",Intermediate,Not currently a student,1,246
35cb06eb72c911e9bbc0dca9049399ef,35 - 54,"$0 - $10,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,,Female,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am interested in a culture that speaks this language,"To connect with my personal heritage in this culture,Other (please specify)",Intermediate,,1,519
35cb079e72c911e981d8dca9049399ef,55 - 74,"$0 - $10,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,Movies/TV Shows,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games,Other (please specify)",Intermediate,,1,405
35cb083d72c911e9bf6cdca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Weekly,Employed full-time,Yes,Male,"Other apps,Textbooks,Movies/TV Shows",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Intermediate,Not currently a student,1,655
35cb08dc72c911e9a035dca9049399ef,35 - 54,,JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,,Male,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,347
35cb09a672c911e98a97dca9049399ef,Under 18,"$0 - $10,000",TW,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,,Yes,Female,"Textbooks,In-person language class",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Intermediate,Part-time student,1,331
35cb0a4572c911e98336dca9049399ef,55 - 74,"$0 - $10,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Textbooks,Stories/novels/children's books,Movies/TV Shows,Online language class",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an immigrant,I am an expat",Advanced,Not currently a student,1,517
35cb0af072c911e9b059dca9049399ef,55 - 74,"$11,000 - $25,000",CO,Web browser,"No, but I have previously paid for Duolingo Plus",Daily,Retired,,Male,"Movies/TV Shows,Online language class",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,Other (please specify),Beginner,Not currently a student,1,628
35cb0b9972c911e992bcdca9049399ef,18-34,"$26,000 - $75,000",TW,Android phone or tablet,I don't know if I pay for Duolingo Plus,Daily,Unemployed,Yes,Male,Movies/TV Shows,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,,1,318
35cb0c3a72c911e99085dca9049399ef,55 - 74,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,Other (please specify),I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,124
35cb0ce372c911e99619dca9049399ef,35 - 54,,CO,Android phone or tablet,"No, I have never paid for Duolingo Plus",Less than once a month,Unemployed,Yes,Female,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,,Beginner,Not currently a student,1,322
35cb0d8272c911e9918cdca9049399ef,35 - 54,"$151,000 or more",JP,Web browser,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Textbooks,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),In-person language class",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games,I want to spend less time watching or reading the news",Advanced,Not currently a student,1,295
35cb0e2372c911e99bb4dca9049399ef,18-34,"$0 - $10,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Textbooks,Movies/TV Shows,Private tutor",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an immigrant,I am studying abroad",Beginner,Not currently a student,1,631
35cb0ecf72c911e9b0c3dca9049399ef,55 - 74,"$26,000 - $75,000",RU,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Other,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,1,796
35cb0f6e72c911e9afebdca9049399ef,18-34,"$11,000 - $25,000",TW,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,,Female,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to challenge myself,,Intermediate,Full-time student,1,219
35cb100c72c911e9a919dca9049399ef,18-34,"$0 - $10,000",CO,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,359
